box,day,phase,mouse,normDS,rank,time_point,exp,sex,age,mouse_ID,background,treatment,condition
6,1,active,green,1.5499999999999998,Gamma,MDMA,female_P35,female,P35,1111989,CTRL,saline,CTRL_saline
6,1,active,yellow,0.0,Delta,MDMA,female_P35,female,P35,1111888,ELA,saline,ELA_saline
6,1,inactive,green,2.5,Alpha,MDMA,female_P35,female,P35,1111989,CTRL,saline,CTRL_saline
6,1,inactive,blue,2.0,Beta,MDMA,female_P35,female,P35,1112046,ELA,saline,ELA_saline
6,1,inactive,red,1.5,Gamma,MDMA,female_P35,female,P35,1112056,CTRL,saline,CTRL_saline
6,1,inactive,yellow,0.0,Delta,MDMA,female_P35,female,P35,1111888,ELA,saline,ELA_saline
6,2,active,red,3.0,Alpha,MDMA,female_P35,female,P35,1112056,CTRL,saline,CTRL_saline
6,2,active,green,1.5624999999999998,Beta,MDMA,female_P35,female,P35,1111989,CTRL,saline,CTRL_saline
6,2,active,blue,0.95,Gamma,MDMA,female_P35,female,P35,1112046,ELA,saline,ELA_saline
6,2,active,yellow,0.2999999999999998,Delta,MDMA,female_P35,female,P35,1111888,ELA,saline,ELA_saline
6,2,inactive,red,2.7,Alpha,MDMA,female_P35,female,P35,1112056,CTRL,saline,CTRL_saline
6,2,inactive,yellow,1.5,Beta,MDMA,female_P35,female,P35,1111888,ELA,saline,ELA_saline
6,2,inactive,green,0.942857142857143,Gamma,MDMA,female_P35,female,P35,1111989,CTRL,saline,CTRL_saline
6,2,inactive,blue,0.857142857142857,Delta,MDMA,female_P35,female,P35,1112046,ELA,saline,ELA_saline
6,3,active,red,3.0,Alpha,MDMA,female_P35,female,P35,1112056,CTRL,saline,CTRL_saline
6,3,active,blue,1.6071428571428568,Beta,MDMA,female_P35,female,P35,1112046,ELA,saline,ELA_saline
6,3,active,yellow,0.964285714285714,Gamma,MDMA,female_P35,female,P35,1111888,ELA,saline,ELA_saline
6,3,active,green,0.0,Delta,MDMA,female_P35,female,P35,1111989,CTRL,saline,CTRL_saline
6,3,inactive,green,3.0,Alpha,MDMA,female_P35,female,P35,1111989,CTRL,saline,CTRL_saline
6,3,inactive,red,1.5,Beta,MDMA,female_P35,female,P35,1112056,CTRL,saline,CTRL_saline
6,3,inactive,blue,0.75,Gamma,MDMA,female_P35,female,P35,1112046,ELA,saline,ELA_saline
6,3,inactive,yellow,0.75,Delta,MDMA,female_P35,female,P35,1111888,ELA,saline,ELA_saline
7,1,active,green,2.208333333333333,Alpha,MDMA,female_P35,female,P35,1111889,ELA,MDMA,ELA_MDMA
7,1,active,blue,2.0790598290598292,Beta,MDMA,female_P35,female,P35,1111990,CTRL,MDMA,CTRL_MDMA
7,1,active,red,0.9903846153846152,Gamma,MDMA,female_P35,female,P35,1112057,CTRL,MDMA,CTRL_MDMA
7,1,active,yellow,0.7222222222222218,Delta,MDMA,female_P35,female,P35,1112047,ELA,MDMA,ELA_MDMA
7,1,inactive,blue,3.0,Alpha,MDMA,female_P35,female,P35,1111990,CTRL,MDMA,CTRL_MDMA
7,1,inactive,green,2.25,Beta,MDMA,female_P35,female,P35,1111889,ELA,MDMA,ELA_MDMA
7,1,inactive,red,0.857142857142857,Gamma,MDMA,female_P35,female,P35,1112057,CTRL,MDMA,CTRL_MDMA
7,1,inactive,yellow,0.0,Delta,MDMA,female_P35,female,P35,1112047,ELA,MDMA,ELA_MDMA
7,2,active,green,2.749999999999999,Alpha,MDMA,female_P35,female,P35,1111889,ELA,MDMA,ELA_MDMA
7,2,active,yellow,1.326923076923077,Beta,MDMA,female_P35,female,P35,1112047,ELA,MDMA,ELA_MDMA
7,2,active,blue,1.0357142857142856,Gamma,MDMA,female_P35,female,P35,1111990,CTRL,MDMA,CTRL_MDMA
7,2,active,red,0.8873626373626371,Delta,MDMA,female_P35,female,P35,1112057,CTRL,MDMA,CTRL_MDMA
7,2,inactive,blue,2.75,Alpha,MDMA,female_P35,female,P35,1111990,CTRL,MDMA,CTRL_MDMA
7,2,inactive,green,2.5,Beta,MDMA,female_P35,female,P35,1111889,ELA,MDMA,ELA_MDMA
7,2,inactive,red,1.5,Gamma,MDMA,female_P35,female,P35,1112057,CTRL,MDMA,CTRL_MDMA
7,2,inactive,yellow,0.0,Delta,MDMA,female_P35,female,P35,1112047,ELA,MDMA,ELA_MDMA
7,3,active,blue,3.0,Alpha,MDMA,female_P35,female,P35,1111990,CTRL,MDMA,CTRL_MDMA
7,3,active,green,2.3590909090909093,Beta,MDMA,female_P35,female,P35,1111889,ELA,MDMA,ELA_MDMA
7,3,active,red,0.5833333333333331,Gamma,MDMA,female_P35,female,P35,1112057,CTRL,MDMA,CTRL_MDMA
7,3,active,yellow,0.0,Delta,MDMA,female_P35,female,P35,1112047,ELA,MDMA,ELA_MDMA
7,3,inactive,blue,3.0,Alpha,MDMA,female_P35,female,P35,1111990,CTRL,MDMA,CTRL_MDMA
7,3,inactive,red,1.5,Beta,MDMA,female_P35,female,P35,1112057,CTRL,MDMA,CTRL_MDMA
7,3,inactive,green,1.0,Gamma,MDMA,female_P35,female,P35,1111889,ELA,MDMA,ELA_MDMA
7,3,inactive,yellow,0.0,Delta,MDMA,female_P35,female,P35,1112047,ELA,MDMA,ELA_MDMA
8,1,active,red,2.5178571428571432,Alpha,MDMA,female_P35,female,P35,1112048,ELA,MDMA,ELA_MDMA
8,1,active,green,2.0645604395604393,Beta,MDMA,female_P35,female,P35,1111991,CTRL,MDMA,CTRL_MDMA
8,1,active,blue,1.5247252747252749,Gamma,MDMA,female_P35,female,P35,1111890,ELA,MDMA,ELA_MDMA
8,1,active,yellow,0.0,Delta,MDMA,female_P35,female,P35,1112058,CTRL,MDMA,CTRL_MDMA
8,1,inactive,red,1.75,Alpha,MDMA,female_P35,female,P35,1112048,ELA,MDMA,ELA_MDMA
8,1,inactive,blue,1.75,Beta,MDMA,female_P35,female,P35,1111890,ELA,MDMA,ELA_MDMA
8,1,inactive,green,1.75,Gamma,MDMA,female_P35,female,P35,1111991,CTRL,MDMA,CTRL_MDMA
8,1,inactive,yellow,1.5,Delta,MDMA,female_P35,female,P35,1112058,CTRL,MDMA,CTRL_MDMA
8,2,active,red,2.7499999999999996,Alpha,MDMA,female_P35,female,P35,1112048,ELA,MDMA,ELA_MDMA
8,2,active,green,2.3125,Beta,MDMA,female_P35,female,P35,1111991,CTRL,MDMA,CTRL_MDMA
8,2,active,yellow,0.6874999999999998,Gamma,MDMA,female_P35,female,P35,1112058,CTRL,MDMA,CTRL_MDMA
8,2,active,blue,0.25,Delta,MDMA,female_P35,female,P35,1111890,ELA,MDMA,ELA_MDMA
8,2,inactive,red,2.25,Alpha,MDMA,female_P35,female,P35,1112048,ELA,MDMA,ELA_MDMA
8,2,inactive,yellow,2.25,Beta,MDMA,female_P35,female,P35,1112058,CTRL,MDMA,CTRL_MDMA
8,2,inactive,green,1.5,Gamma,MDMA,female_P35,female,P35,1111991,CTRL,MDMA,CTRL_MDMA
8,2,inactive,blue,0.0,Delta,MDMA,female_P35,female,P35,1111890,ELA,MDMA,ELA_MDMA
8,3,active,green,2.4053030303030303,Alpha,MDMA,female_P35,female,P35,1111991,CTRL,MDMA,CTRL_MDMA
8,3,active,red,2.261904761904762,Beta,MDMA,female_P35,female,P35,1112048,ELA,MDMA,ELA_MDMA
8,3,active,yellow,0.8749999999999996,Gamma,MDMA,female_P35,female,P35,1112058,CTRL,MDMA,CTRL_MDMA
8,3,active,blue,0.4577922077922078,Delta,MDMA,female_P35,female,P35,1111890,ELA,MDMA,ELA_MDMA
8,3,inactive,red,1.7499999999999996,Alpha,MDMA,female_P35,female,P35,1112048,ELA,MDMA,ELA_MDMA
8,3,inactive,yellow,1.5,Beta,MDMA,female_P35,female,P35,1112058,CTRL,MDMA,CTRL_MDMA
8,3,inactive,green,1.5,Gamma,MDMA,female_P35,female,P35,1111991,CTRL,MDMA,CTRL_MDMA
8,3,inactive,blue,1.2499999999999998,Delta,MDMA,female_P35,female,P35,1111890,ELA,MDMA,ELA_MDMA
1,0,inactive,red,2.0,Alpha,baseline,male_P42,male,P42,1111832,ELA,MDMA,ELA_MDMA
1,0,inactive,blue,1.5,Beta,baseline,male_P42,male,P42,1111862,CTRL,MDMA,CTRL_MDMA
1,0,inactive,yellow,1.5,Gamma,baseline,male_P42,male,P42,1111916,ELA,MDMA,ELA_MDMA
1,0,inactive,green,1.5,Delta,baseline,male_P42,male,P42,1111966,CTRL,MDMA,CTRL_MDMA
1,1,active,blue,2.7308612440191387,Alpha,baseline,male_P42,male,P42,1111862,CTRL,MDMA,CTRL_MDMA
1,1,active,green,2.3198380566801617,Beta,baseline,male_P42,male,P42,1111966,CTRL,MDMA,CTRL_MDMA
1,1,active,red,1.6993006993006992,Gamma,baseline,male_P42,male,P42,1111832,ELA,MDMA,ELA_MDMA
1,1,active,yellow,0.0,Delta,baseline,male_P42,male,P42,1111916,ELA,MDMA,ELA_MDMA
1,1,inactive,red,1.75,Alpha,baseline,male_P42,male,P42,1111832,ELA,MDMA,ELA_MDMA
1,1,inactive,blue,1.5,Beta,baseline,male_P42,male,P42,1111862,CTRL,MDMA,CTRL_MDMA
1,1,inactive,yellow,1.5,Gamma,baseline,male_P42,male,P42,1111916,ELA,MDMA,ELA_MDMA
1,1,inactive,green,1.5,Delta,baseline,male_P42,male,P42,1111966,CTRL,MDMA,CTRL_MDMA
1,2,active,blue,2.919047619047619,Alpha,baseline,male_P42,male,P42,1111862,CTRL,MDMA,CTRL_MDMA
1,2,active,green,1.9285714285714288,Beta,baseline,male_P42,male,P42,1111966,CTRL,MDMA,CTRL_MDMA
1,2,active,red,0.985714285714286,Gamma,baseline,male_P42,male,P42,1111832,ELA,MDMA,ELA_MDMA
1,2,active,yellow,0.1666666666666667,Delta,baseline,male_P42,male,P42,1111916,ELA,MDMA,ELA_MDMA
1,3,active,green,2.476190476190476,Alpha,baseline,male_P42,male,P42,1111966,CTRL,MDMA,CTRL_MDMA
1,3,active,blue,2.0952380952380953,Beta,baseline,male_P42,male,P42,1111862,CTRL,MDMA,CTRL_MDMA
1,3,active,red,1.5892857142857142,Gamma,baseline,male_P42,male,P42,1111832,ELA,MDMA,ELA_MDMA
1,3,active,yellow,0.0,Delta,baseline,male_P42,male,P42,1111916,ELA,MDMA,ELA_MDMA
2,0,inactive,blue,3.0,Alpha,baseline,male_P42,male,P42,1111967,CTRL,MDMA,CTRL_MDMA
2,0,inactive,red,2.25,Beta,baseline,male_P42,male,P42,1111863,CTRL,MDMA,CTRL_MDMA
2,0,inactive,yellow,0.75,Gamma,baseline,male_P42,male,P42,1111917,ELA,MDMA,ELA_MDMA
2,0,inactive,green,0.0,Delta,baseline,male_P42,male,P42,1111833,ELA,MDMA,ELA_MDMA
2,1,active,blue,3.0,Alpha,baseline,male_P42,male,P42,1111967,CTRL,MDMA,CTRL_MDMA
2,1,active,green,1.1785714285714284,Beta,baseline,male_P42,male,P42,1111833,ELA,MDMA,ELA_MDMA
2,1,active,yellow,0.6888528138528138,Gamma,baseline,male_P42,male,P42,1111917,ELA,MDMA,ELA_MDMA
2,1,active,red,0.5238095238095238,Delta,baseline,male_P42,male,P42,1111863,CTRL,MDMA,CTRL_MDMA
2,1,inactive,blue,2.0,Alpha,baseline,male_P42,male,P42,1111967,CTRL,MDMA,CTRL_MDMA
2,1,inactive,red,1.75,Beta,baseline,male_P42,male,P42,1111863,CTRL,MDMA,CTRL_MDMA
2,1,inactive,yellow,1.5,Gamma,baseline,male_P42,male,P42,1111917,ELA,MDMA,ELA_MDMA
2,1,inactive,green,1.5,Delta,baseline,male_P42,male,P42,1111833,ELA,MDMA,ELA_MDMA
2,2,active,blue,3.0,Alpha,baseline,male_P42,male,P42,1111967,CTRL,MDMA,CTRL_MDMA
2,2,active,green,1.3928571428571432,Beta,baseline,male_P42,male,P42,1111833,ELA,MDMA,ELA_MDMA
2,2,active,yellow,1.0980519480519482,Gamma,baseline,male_P42,male,P42,1111917,ELA,MDMA,ELA_MDMA
2,2,active,red,0.0,Delta,baseline,male_P42,male,P42,1111863,CTRL,MDMA,CTRL_MDMA
2,2,inactive,blue,3.0,Alpha,baseline,male_P42,male,P42,1111967,CTRL,MDMA,CTRL_MDMA
2,2,inactive,red,0.75,Beta,baseline,male_P42,male,P42,1111863,CTRL,MDMA,CTRL_MDMA
2,2,inactive,yellow,0.75,Gamma,baseline,male_P42,male,P42,1111917,ELA,MDMA,ELA_MDMA
2,2,inactive,green,0.75,Delta,baseline,male_P42,male,P42,1111833,ELA,MDMA,ELA_MDMA
2,3,active,blue,3.0,Alpha,baseline,male_P42,male,P42,1111967,CTRL,MDMA,CTRL_MDMA
2,3,active,yellow,2.0227272727272725,Beta,baseline,male_P42,male,P42,1111917,ELA,MDMA,ELA_MDMA
2,3,active,red,0.9166666666666666,Gamma,baseline,male_P42,male,P42,1111863,CTRL,MDMA,CTRL_MDMA
2,3,active,green,0.0,Delta,baseline,male_P42,male,P42,1111833,ELA,MDMA,ELA_MDMA
2,3,inactive,blue,1.75,Alpha,baseline,male_P42,male,P42,1111967,CTRL,MDMA,CTRL_MDMA
2,3,inactive,red,1.5,Beta,baseline,male_P42,male,P42,1111863,CTRL,MDMA,CTRL_MDMA
2,3,inactive,yellow,1.5,Gamma,baseline,male_P42,male,P42,1111917,ELA,MDMA,ELA_MDMA
2,3,inactive,green,1.5,Delta,baseline,male_P42,male,P42,1111833,ELA,MDMA,ELA_MDMA
3,1,active,green,3.0,Alpha,baseline,male_P42,male,P42,1111968,CTRL,saline,CTRL_saline
3,1,active,red,2.115384615384616,Beta,baseline,male_P42,male,P42,1111918,ELA,saline,ELA_saline
3,1,active,yellow,0.3653846153846152,Gamma,baseline,male_P42,male,P42,1111834,ELA,saline,ELA_saline
3,1,active,blue,0.0,Delta,baseline,male_P42,male,P42,1111864,CTRL,saline,CTRL_saline
3,1,inactive,green,3.0,Alpha,baseline,male_P42,male,P42,1111968,CTRL,saline,CTRL_saline
3,1,inactive,red,2.55,Beta,baseline,male_P42,male,P42,1111918,ELA,saline,ELA_saline
3,1,inactive,blue,0.75,Gamma,baseline,male_P42,male,P42,1111864,CTRL,saline,CTRL_saline
3,1,inactive,yellow,0.0,Delta,baseline,male_P42,male,P42,1111834,ELA,saline,ELA_saline
3,2,active,green,3.0,Alpha,baseline,male_P42,male,P42,1111968,CTRL,saline,CTRL_saline
3,2,active,red,1.5,Beta,baseline,male_P42,male,P42,1111918,ELA,saline,ELA_saline
3,2,active,blue,0.75,Gamma,baseline,male_P42,male,P42,1111864,CTRL,saline,CTRL_saline
3,2,active,yellow,0.0576923076923077,Delta,baseline,male_P42,male,P42,1111834,ELA,saline,ELA_saline
3,2,inactive,green,3.0,Alpha,baseline,male_P42,male,P42,1111968,CTRL,saline,CTRL_saline
3,2,inactive,red,0.75,Beta,baseline,male_P42,male,P42,1111918,ELA,saline,ELA_saline
3,2,inactive,blue,0.75,Gamma,baseline,male_P42,male,P42,1111864,CTRL,saline,CTRL_saline
3,2,inactive,yellow,0.75,Delta,baseline,male_P42,male,P42,1111834,ELA,saline,ELA_saline
3,3,active,green,3.0,Alpha,baseline,male_P42,male,P42,1111968,CTRL,saline,CTRL_saline
3,3,active,red,2.2826086956521743,Beta,baseline,male_P42,male,P42,1111918,ELA,saline,ELA_saline
3,3,active,yellow,0.1500000000000003,Gamma,baseline,male_P42,male,P42,1111834,ELA,saline,ELA_saline
3,3,active,blue,0.0,Delta,baseline,male_P42,male,P42,1111864,CTRL,saline,CTRL_saline
3,3,inactive,green,3.0,Alpha,baseline,male_P42,male,P42,1111968,CTRL,saline,CTRL_saline
3,3,inactive,yellow,1.5,Beta,baseline,male_P42,male,P42,1111834,ELA,saline,ELA_saline
3,3,inactive,blue,0.75,Gamma,baseline,male_P42,male,P42,1111864,CTRL,saline,CTRL_saline
3,3,inactive,red,0.0,Delta,baseline,male_P42,male,P42,1111918,ELA,saline,ELA_saline
4,0,inactive,green,2.25,Alpha,baseline,male_P42,male,P42,1111969,CTRL,saline,CTRL_saline
4,0,inactive,red,1.5,Beta,baseline,male_P42,male,P42,1111835,ELA,saline,ELA_saline
4,0,inactive,yellow,1.5,Gamma,baseline,male_P42,male,P42,1111919,ELA,saline,ELA_saline
4,0,inactive,blue,0.75,Delta,baseline,male_P42,male,P42,1111865,CTRL,saline,CTRL_saline
4,1,active,green,3.0,Alpha,baseline,male_P42,male,P42,1111969,CTRL,saline,CTRL_saline
4,1,active,blue,1.98,Beta,baseline,male_P42,male,P42,1111865,CTRL,saline,CTRL_saline
4,1,active,red,1.1214285714285714,Gamma,baseline,male_P42,male,P42,1111835,ELA,saline,ELA_saline
4,1,active,yellow,0.0,Delta,baseline,male_P42,male,P42,1111919,ELA,saline,ELA_saline
4,1,inactive,green,2.0,Alpha,baseline,male_P42,male,P42,1111969,CTRL,saline,CTRL_saline
4,1,inactive,red,1.5,Beta,baseline,male_P42,male,P42,1111835,ELA,saline,ELA_saline
4,1,inactive,blue,1.5,Gamma,baseline,male_P42,male,P42,1111865,CTRL,saline,CTRL_saline
4,1,inactive,yellow,1.5,Delta,baseline,male_P42,male,P42,1111919,ELA,saline,ELA_saline
4,2,active,green,3.0,Alpha,baseline,male_P42,male,P42,1111969,CTRL,saline,CTRL_saline
4,2,active,blue,2.0625,Beta,baseline,male_P42,male,P42,1111865,CTRL,saline,CTRL_saline
4,2,active,red,0.8639705882352943,Gamma,baseline,male_P42,male,P42,1111835,ELA,saline,ELA_saline
4,2,active,yellow,0.0,Delta,baseline,male_P42,male,P42,1111919,ELA,saline,ELA_saline
4,3,active,green,3.0,Alpha,baseline,male_P42,male,P42,1111969,CTRL,saline,CTRL_saline
4,3,active,blue,1.3125,Beta,baseline,male_P42,male,P42,1111865,CTRL,saline,CTRL_saline
4,3,active,red,1.1682692307692306,Gamma,baseline,male_P42,male,P42,1111835,ELA,saline,ELA_saline
4,3,active,yellow,0.0,Delta,baseline,male_P42,male,P42,1111919,ELA,saline,ELA_saline
5,0,inactive,blue,1.75,Alpha,baseline,male_P42,male,P42,1112041,ELA,saline,ELA_saline
5,0,inactive,red,1.5,Beta,baseline,male_P42,male,P42,1111882,ELA,saline,ELA_saline
5,0,inactive,yellow,1.5,Gamma,baseline,male_P42,male,P42,1111983,CTRL,saline,CTRL_saline
5,0,inactive,green,1.5,Delta,baseline,male_P42,male,P42,1112051,CTRL,saline,CTRL_saline
5,1,active,yellow,2.775,Alpha,baseline,male_P42,male,P42,1111983,CTRL,saline,CTRL_saline
5,1,active,blue,2.4293478260869565,Beta,baseline,male_P42,male,P42,1112041,ELA,saline,ELA_saline
5,1,active,green,1.2456521739130433,Gamma,baseline,male_P42,male,P42,1112051,CTRL,saline,CTRL_saline
5,1,active,red,0.0,Delta,baseline,male_P42,male,P42,1111882,ELA,saline,ELA_saline
5,1,inactive,yellow,2.25,Alpha,baseline,male_P42,male,P42,1111983,CTRL,saline,CTRL_saline
5,1,inactive,blue,1.5,Beta,baseline,male_P42,male,P42,1112041,ELA,saline,ELA_saline
5,1,inactive,green,1.5,Gamma,baseline,male_P42,male,P42,1112051,CTRL,saline,CTRL_saline
5,1,inactive,red,0.75,Delta,baseline,male_P42,male,P42,1111882,ELA,saline,ELA_saline
5,2,active,blue,2.527922077922078,Alpha,baseline,male_P42,male,P42,1112041,ELA,saline,ELA_saline
5,2,active,yellow,1.6363636363636362,Beta,baseline,male_P42,male,P42,1111983,CTRL,saline,CTRL_saline
5,2,active,green,1.2357142857142858,Gamma,baseline,male_P42,male,P42,1112051,CTRL,saline,CTRL_saline
5,2,active,red,0.5999999999999998,Delta,baseline,male_P42,male,P42,1111882,ELA,saline,ELA_saline
5,2,inactive,red,3.0,Alpha,baseline,male_P42,male,P42,1111882,ELA,saline,ELA_saline
5,2,inactive,blue,2.25,Beta,baseline,male_P42,male,P42,1112041,ELA,saline,ELA_saline
5,2,inactive,green,0.75,Gamma,baseline,male_P42,male,P42,1112051,CTRL,saline,CTRL_saline
5,2,inactive,yellow,0.0,Delta,baseline,male_P42,male,P42,1111983,CTRL,saline,CTRL_saline
5,3,active,blue,2.4519607843137257,Alpha,baseline,male_P42,male,P42,1112041,ELA,saline,ELA_saline
5,3,active,red,1.825,Beta,baseline,male_P42,male,P42,1111882,ELA,saline,ELA_saline
5,3,active,green,1.0147058823529411,Gamma,baseline,male_P42,male,P42,1112051,CTRL,saline,CTRL_saline
5,3,active,yellow,0.7083333333333335,Delta,baseline,male_P42,male,P42,1111983,CTRL,saline,CTRL_saline
5,3,inactive,red,2.25,Alpha,baseline,male_P42,male,P42,1111882,ELA,saline,ELA_saline
5,3,inactive,blue,1.5,Beta,baseline,male_P42,male,P42,1112041,ELA,saline,ELA_saline
5,3,inactive,green,1.5,Gamma,baseline,male_P42,male,P42,1112051,CTRL,saline,CTRL_saline
5,3,inactive,yellow,0.75,Delta,baseline,male_P42,male,P42,1111983,CTRL,saline,CTRL_saline
6,1,active,red,3.0,Alpha,baseline,male_P42,male,P42,1112042,ELA,saline,ELA_saline
6,1,active,green,1.1126373626373625,Beta,baseline,male_P42,male,P42,1112052,CTRL,saline,CTRL_saline
6,1,active,yellow,0.7355769230769231,Gamma,baseline,male_P42,male,P42,1111984,CTRL,saline,CTRL_saline
6,1,active,blue,0.6517857142857142,Delta,baseline,male_P42,male,P42,1111883,ELA,saline,ELA_saline
6,1,inactive,green,1.75,Alpha,baseline,male_P42,male,P42,1112052,CTRL,saline,CTRL_saline
6,1,inactive,red,1.5,Beta,baseline,male_P42,male,P42,1112042,ELA,saline,ELA_saline
6,1,inactive,blue,1.5,Gamma,baseline,male_P42,male,P42,1111883,ELA,saline,ELA_saline
6,1,inactive,yellow,1.5,Delta,baseline,male_P42,male,P42,1111984,CTRL,saline,CTRL_saline
6,2,active,yellow,2.769230769230769,Alpha,baseline,male_P42,male,P42,1111984,CTRL,saline,CTRL_saline
6,2,active,green,1.2614709851551955,Beta,baseline,male_P42,male,P42,1112052,CTRL,saline,CTRL_saline
6,2,active,red,1.1359649122807018,Gamma,baseline,male_P42,male,P42,1112042,ELA,saline,ELA_saline
6,2,active,blue,0.8333333333333333,Delta,baseline,male_P42,male,P42,1111883,ELA,saline,ELA_saline
6,2,inactive,red,2.0,Alpha,baseline,male_P42,male,P42,1112042,ELA,saline,ELA_saline
6,2,inactive,green,1.75,Beta,baseline,male_P42,male,P42,1112052,CTRL,saline,CTRL_saline
6,2,inactive,blue,1.5,Gamma,baseline,male_P42,male,P42,1111883,ELA,saline,ELA_saline
6,2,inactive,yellow,1.5,Delta,baseline,male_P42,male,P42,1111984,CTRL,saline,CTRL_saline
6,3,active,yellow,2.6625,Alpha,baseline,male_P42,male,P42,1111984,CTRL,saline,CTRL_saline
6,3,active,green,1.6375000000000002,Beta,baseline,male_P42,male,P42,1112052,CTRL,saline,CTRL_saline
6,3,active,red,1.575,Gamma,baseline,male_P42,male,P42,1112042,ELA,saline,ELA_saline
6,3,active,blue,0.1249999999999997,Delta,baseline,male_P42,male,P42,1111883,ELA,saline,ELA_saline
6,3,inactive,blue,1.75,Alpha,baseline,male_P42,male,P42,1111883,ELA,saline,ELA_saline
6,3,inactive,red,1.5,Beta,baseline,male_P42,male,P42,1112042,ELA,saline,ELA_saline
6,3,inactive,yellow,1.5,Gamma,baseline,male_P42,male,P42,1111984,CTRL,saline,CTRL_saline
6,3,inactive,green,1.5,Delta,baseline,male_P42,male,P42,1112052,CTRL,saline,CTRL_saline
7,0,inactive,red,1.75,Alpha,baseline,male_P42,male,P42,1111985,CTRL,MDMA,CTRL_MDMA
7,0,inactive,blue,1.5,Beta,baseline,male_P42,male,P42,1112053,CTRL,MDMA,CTRL_MDMA
7,0,inactive,yellow,1.5,Gamma,baseline,male_P42,male,P42,1112043,ELA,MDMA,ELA_MDMA
7,0,inactive,green,1.5,Delta,baseline,male_P42,male,P42,1111884,ELA,MDMA,ELA_MDMA
7,1,active,red,3.0,Alpha,baseline,male_P42,male,P42,1111985,CTRL,MDMA,CTRL_MDMA
7,1,active,blue,1.8000000000000005,Beta,baseline,male_P42,male,P42,1112053,CTRL,MDMA,CTRL_MDMA
7,1,active,yellow,0.818181818181818,Gamma,baseline,male_P42,male,P42,1112043,ELA,MDMA,ELA_MDMA
7,1,active,green,0.0,Delta,baseline,male_P42,male,P42,1111884,ELA,MDMA,ELA_MDMA
7,2,active,red,3.0,Alpha,baseline,male_P42,male,P42,1111985,CTRL,MDMA,CTRL_MDMA
7,2,active,green,2.198863636363636,Beta,baseline,male_P42,male,P42,1111884,ELA,MDMA,ELA_MDMA
7,2,active,yellow,0.4374999999999998,Gamma,baseline,male_P42,male,P42,1112043,ELA,MDMA,ELA_MDMA
7,2,active,blue,0.0,Delta,baseline,male_P42,male,P42,1112053,CTRL,MDMA,CTRL_MDMA
7,3,active,red,3.0,Alpha,baseline,male_P42,male,P42,1111985,CTRL,MDMA,CTRL_MDMA
7,3,active,green,1.1875,Beta,baseline,male_P42,male,P42,1111884,ELA,MDMA,ELA_MDMA
7,3,active,yellow,1.1704805491990844,Gamma,baseline,male_P42,male,P42,1112043,ELA,MDMA,ELA_MDMA
7,3,active,blue,0.1447368421052628,Delta,baseline,male_P42,male,P42,1112053,CTRL,MDMA,CTRL_MDMA
8,0,inactive,red,2.0,Alpha,baseline,male_P42,male,P42,1111885,ELA,MDMA,ELA_MDMA
8,0,inactive,yellow,1.75,Beta,baseline,male_P42,male,P42,1111986,CTRL,MDMA,CTRL_MDMA
8,0,inactive,blue,1.5,Gamma,baseline,male_P42,male,P42,1112054,CTRL,MDMA,CTRL_MDMA
8,0,inactive,green,1.5,Delta,baseline,male_P42,male,P42,1112044,ELA,MDMA,ELA_MDMA
8,1,active,blue,3.0,Alpha,baseline,male_P42,male,P42,1112054,CTRL,MDMA,CTRL_MDMA
8,1,active,yellow,1.7908653846153846,Beta,baseline,male_P42,male,P42,1111986,CTRL,MDMA,CTRL_MDMA
8,1,active,red,0.8653846153846152,Gamma,baseline,male_P42,male,P42,1111885,ELA,MDMA,ELA_MDMA
8,1,active,green,0.3437499999999998,Delta,baseline,male_P42,male,P42,1112044,ELA,MDMA,ELA_MDMA
8,1,inactive,blue,2.25,Alpha,baseline,male_P42,male,P42,1112054,CTRL,MDMA,CTRL_MDMA
8,1,inactive,red,1.5,Beta,baseline,male_P42,male,P42,1111885,ELA,MDMA,ELA_MDMA
8,1,inactive,yellow,1.5,Gamma,baseline,male_P42,male,P42,1111986,CTRL,MDMA,CTRL_MDMA
8,1,inactive,green,1.5,Delta,baseline,male_P42,male,P42,1112044,ELA,MDMA,ELA_MDMA
8,2,active,blue,3.0,Alpha,baseline,male_P42,male,P42,1112054,CTRL,MDMA,CTRL_MDMA
8,2,active,yellow,1.6899350649350648,Beta,baseline,male_P42,male,P42,1111986,CTRL,MDMA,CTRL_MDMA
8,2,active,red,0.8214285714285715,Gamma,baseline,male_P42,male,P42,1111885,ELA,MDMA,ELA_MDMA
8,2,active,green,0.0,Delta,baseline,male_P42,male,P42,1112044,ELA,MDMA,ELA_MDMA
8,2,inactive,blue,1.75,Alpha,baseline,male_P42,male,P42,1112054,CTRL,MDMA,CTRL_MDMA
8,2,inactive,green,1.75,Beta,baseline,male_P42,male,P42,1112044,ELA,MDMA,ELA_MDMA
8,2,inactive,red,1.5,Gamma,baseline,male_P42,male,P42,1111885,ELA,MDMA,ELA_MDMA
8,2,inactive,yellow,1.5,Delta,baseline,male_P42,male,P42,1111986,CTRL,MDMA,CTRL_MDMA
8,3,active,blue,3.0,Alpha,baseline,male_P42,male,P42,1112054,CTRL,MDMA,CTRL_MDMA
8,3,active,yellow,2.0032894736842106,Beta,baseline,male_P42,male,P42,1111986,CTRL,MDMA,CTRL_MDMA
