box,day,phase,mouse,normDS,rank,time_point,exp,sex,age,mouse_ID,background,treatment,condition
8,1,inactive,green,1.5,Gamma,baseline,female_P42,female,P42,1073134,CTRL,MDMA,CTRL_MDMA
8,1,inactive,blue,0.0,Delta,baseline,female_P42,female,P42,1073155,ELA,MDMA,ELA_MDMA
8,2,active,red,2.7265420338175756,Alpha,baseline,female_P42,female,P42,1073099,ELA,MDMA,ELA_MDMA
8,2,active,green,1.4010121457489877,Beta,baseline,female_P42,female,P42,1073134,CTRL,MDMA,CTRL_MDMA
8,2,active,yellow,1.3887559808612435,Gamma,baseline,female_P42,female,P42,1073144,CTRL,MDMA,CTRL_MDMA
8,2,active,blue,0.4836898395721922,Delta,baseline,female_P42,female,P42,1073155,ELA,MDMA,ELA_MDMA
8,2,inactive,red,3.0,Alpha,baseline,female_P42,female,P42,1073099,ELA,MDMA,ELA_MDMA
8,2,inactive,blue,1.5,Beta,baseline,female_P42,female,P42,1073155,ELA,MDMA,ELA_MDMA
8,2,inactive,yellow,1.5,Gamma,baseline,female_P42,female,P42,1073144,CTRL,MDMA,CTRL_MDMA
8,2,inactive,green,0.0,Delta,baseline,female_P42,female,P42,1073134,CTRL,MDMA,CTRL_MDMA
8,3,active,yellow,2.307142857142857,Alpha,baseline,female_P42,female,P42,1073144,CTRL,MDMA,CTRL_MDMA
8,3,active,red,2.0,Beta,baseline,female_P42,female,P42,1073099,ELA,MDMA,ELA_MDMA
8,3,active,green,1.7142857142857142,Gamma,baseline,female_P42,female,P42,1073134,CTRL,MDMA,CTRL_MDMA
8,3,active,blue,0.0,Delta,baseline,female_P42,female,P42,1073155,ELA,MDMA,ELA_MDMA
8,3,inactive,red,3.0,Alpha,baseline,female_P42,female,P42,1073099,ELA,MDMA,ELA_MDMA
8,3,inactive,yellow,1.5,Beta,baseline,female_P42,female,P42,1073144,CTRL,MDMA,CTRL_MDMA
8,3,inactive,blue,0.75,Gamma,baseline,female_P42,female,P42,1073155,ELA,MDMA,ELA_MDMA
8,3,inactive,green,0.75,Delta,baseline,female_P42,female,P42,1073134,CTRL,MDMA,CTRL_MDMA
1,1,active,red,3.0,Alpha,MDMA,female_P42,female,P42,1072335,ELA,MDMA,ELA_MDMA
1,1,active,green,1.2499999999999998,Beta,MDMA,female_P42,female,P42,1072473,CTRL,MDMA,CTRL_MDMA
1,1,active,blue,1.2,Gamma,MDMA,female_P42,female,P42,1072271,ELA,MDMA,ELA_MDMA
1,1,active,yellow,0.4875,Delta,MDMA,female_P42,female,P42,1072483,CTRL,MDMA,CTRL_MDMA
1,1,inactive,red,1.75,Alpha,MDMA,female_P42,female,P42,1072335,ELA,MDMA,ELA_MDMA
1,1,inactive,blue,1.75,Beta,MDMA,female_P42,female,P42,1072271,ELA,MDMA,ELA_MDMA
1,1,inactive,yellow,1.5,Gamma,MDMA,female_P42,female,P42,1072483,CTRL,MDMA,CTRL_MDMA
1,1,inactive,green,1.5,Delta,MDMA,female_P42,female,P42,1072473,CTRL,MDMA,CTRL_MDMA
1,2,active,yellow,2.1,Alpha,MDMA,female_P42,female,P42,1072483,CTRL,MDMA,CTRL_MDMA
1,2,active,green,1.95,Beta,MDMA,female_P42,female,P42,1072473,CTRL,MDMA,CTRL_MDMA
1,2,active,red,1.7833333333333334,Gamma,MDMA,female_P42,female,P42,1072335,ELA,MDMA,ELA_MDMA
1,2,active,blue,0.1666666666666665,Delta,MDMA,female_P42,female,P42,1072271,ELA,MDMA,ELA_MDMA
1,2,inactive,red,2.25,Alpha,MDMA,female_P42,female,P42,1072335,ELA,MDMA,ELA_MDMA
1,2,inactive,yellow,1.5,Beta,MDMA,female_P42,female,P42,1072483,CTRL,MDMA,CTRL_MDMA
1,2,inactive,green,1.5,Gamma,MDMA,female_P42,female,P42,1072473,CTRL,MDMA,CTRL_MDMA
1,2,inactive,blue,0.75,Delta,MDMA,female_P42,female,P42,1072271,ELA,MDMA,ELA_MDMA
1,3,active,red,2.8749999999999996,Alpha,MDMA,female_P42,female,P42,1072335,ELA,MDMA,ELA_MDMA
1,3,active,yellow,1.6071428571428568,Beta,MDMA,female_P42,female,P42,1072483,CTRL,MDMA,CTRL_MDMA
1,3,active,green,0.8749999999999998,Gamma,MDMA,female_P42,female,P42,1072473,CTRL,MDMA,CTRL_MDMA
1,3,active,blue,0.6428571428571428,Delta,MDMA,female_P42,female,P42,1072271,ELA,MDMA,ELA_MDMA
2,1,active,red,2.8469696969696967,Alpha,MDMA,female_P42,female,P42,1072474,CTRL,MDMA,CTRL_MDMA
2,1,active,blue,1.6446428571428573,Beta,MDMA,female_P42,female,P42,1072272,ELA,MDMA,ELA_MDMA
2,1,active,yellow,0.8095238095238095,Gamma,MDMA,female_P42,female,P42,1072259,ELA,MDMA,ELA_MDMA
2,1,active,green,0.6988636363636365,Delta,MDMA,female_P42,female,P42,1072443,CTRL,MDMA,CTRL_MDMA
2,1,inactive,red,1.75,Alpha,MDMA,female_P42,female,P42,1072474,CTRL,MDMA,CTRL_MDMA
2,1,inactive,yellow,1.75,Beta,MDMA,female_P42,female,P42,1072259,ELA,MDMA,ELA_MDMA
2,1,inactive,green,1.75,Gamma,MDMA,female_P42,female,P42,1072443,CTRL,MDMA,CTRL_MDMA
2,1,inactive,blue,1.5,Delta,MDMA,female_P42,female,P42,1072272,ELA,MDMA,ELA_MDMA
2,2,active,red,3.0,Alpha,MDMA,female_P42,female,P42,1072474,CTRL,MDMA,CTRL_MDMA
2,2,active,green,1.0879120879120878,Beta,MDMA,female_P42,female,P42,1072443,CTRL,MDMA,CTRL_MDMA
2,2,active,blue,0.9999999999999998,Gamma,MDMA,female_P42,female,P42,1072272,ELA,MDMA,ELA_MDMA
2,2,active,yellow,0.6741071428571428,Delta,MDMA,female_P42,female,P42,1072259,ELA,MDMA,ELA_MDMA
2,2,inactive,red,3.0,Alpha,MDMA,female_P42,female,P42,1072474,CTRL,MDMA,CTRL_MDMA
2,2,inactive,green,2.25,Beta,MDMA,female_P42,female,P42,1072443,CTRL,MDMA,CTRL_MDMA
2,2,inactive,yellow,1.5,Gamma,MDMA,female_P42,female,P42,1072259,ELA,MDMA,ELA_MDMA
2,2,inactive,blue,0.0,Delta,MDMA,female_P42,female,P42,1072272,ELA,MDMA,ELA_MDMA
2,3,active,red,2.844230769230769,Alpha,MDMA,female_P42,female,P42,1072474,CTRL,MDMA,CTRL_MDMA
2,3,active,green,1.475,Beta,MDMA,female_P42,female,P42,1072443,CTRL,MDMA,CTRL_MDMA
2,3,active,yellow,1.075,Gamma,MDMA,female_P42,female,P42,1072259,ELA,MDMA,ELA_MDMA
2,3,active,blue,0.6057692307692306,Delta,MDMA,female_P42,female,P42,1072272,ELA,MDMA,ELA_MDMA
3,1,active,blue,2.447368421052632,Alpha,MDMA,female_P42,female,P42,1072444,CTRL,saline,CTRL_saline
3,1,active,green,1.8333333333333333,Beta,MDMA,female_P42,female,P42,1072484,CTRL,saline,CTRL_saline
3,1,active,red,1.2192982456140349,Gamma,MDMA,female_P42,female,P42,1072245,ELA,saline,ELA_saline
3,1,active,yellow,0.4999999999999998,Delta,MDMA,female_P42,female,P42,1072424,ELA,saline,ELA_saline
3,1,inactive,red,1.75,Alpha,MDMA,female_P42,female,P42,1072245,ELA,saline,ELA_saline
3,1,inactive,green,1.75,Beta,MDMA,female_P42,female,P42,1072484,CTRL,saline,CTRL_saline
3,1,inactive,blue,1.5,Gamma,MDMA,female_P42,female,P42,1072444,CTRL,saline,CTRL_saline
3,1,inactive,yellow,1.5,Delta,MDMA,female_P42,female,P42,1072424,ELA,saline,ELA_saline
3,2,active,green,2.6730769230769234,Alpha,MDMA,female_P42,female,P42,1072484,CTRL,saline,CTRL_saline
3,2,active,red,1.5840659340659342,Beta,MDMA,female_P42,female,P42,1072245,ELA,saline,ELA_saline
3,2,active,blue,1.1,Gamma,MDMA,female_P42,female,P42,1072444,CTRL,saline,CTRL_saline
3,2,active,yellow,0.642857142857143,Delta,MDMA,female_P42,female,P42,1072424,ELA,saline,ELA_saline
3,3,active,green,2.9375,Alpha,MDMA,female_P42,female,P42,1072484,CTRL,saline,CTRL_saline
3,3,active,red,2.25,Beta,MDMA,female_P42,female,P42,1072245,ELA,saline,ELA_saline
3,3,active,blue,1.1875,Gamma,MDMA,female_P42,female,P42,1072444,CTRL,saline,CTRL_saline
3,3,active,yellow,0.0,Delta,MDMA,female_P42,female,P42,1072424,ELA,saline,ELA_saline
4,1,active,green,2.795454545454546,Alpha,MDMA,female_P42,female,P42,1072425,ELA,saline,ELA_saline
4,1,active,blue,1.8409090909090908,Beta,MDMA,female_P42,female,P42,1072485,CTRL,saline,CTRL_saline
4,1,active,yellow,0.9545454545454544,Gamma,MDMA,female_P42,female,P42,1072475,CTRL,saline,CTRL_saline
4,1,active,red,0.4090909090909089,Delta,MDMA,female_P42,female,P42,1072260,ELA,saline,ELA_saline
4,1,inactive,red,2.1428571428571432,Alpha,MDMA,female_P42,female,P42,1072260,ELA,saline,ELA_saline
4,1,inactive,blue,1.6071428571428572,Beta,MDMA,female_P42,female,P42,1072485,CTRL,saline,CTRL_saline
4,1,inactive,yellow,1.5,Gamma,MDMA,female_P42,female,P42,1072475,CTRL,saline,CTRL_saline
4,1,inactive,green,0.75,Delta,MDMA,female_P42,female,P42,1072425,ELA,saline,ELA_saline
4,2,active,green,2.366883116883117,Alpha,MDMA,female_P42,female,P42,1072425,ELA,saline,ELA_saline
4,2,active,blue,2.004545454545454,Beta,MDMA,female_P42,female,P42,1072485,CTRL,saline,CTRL_saline
4,2,active,yellow,1.125,Gamma,MDMA,female_P42,female,P42,1072475,CTRL,saline,CTRL_saline
4,2,active,red,0.5035714285714286,Delta,MDMA,female_P42,female,P42,1072260,ELA,saline,ELA_saline
4,2,inactive,red,1.75,Alpha,MDMA,female_P42,female,P42,1072260,ELA,saline,ELA_saline
4,2,inactive,blue,1.75,Beta,MDMA,female_P42,female,P42,1072485,CTRL,saline,CTRL_saline
4,2,inactive,yellow,1.5,Gamma,MDMA,female_P42,female,P42,1072475,CTRL,saline,CTRL_saline
4,2,inactive,green,1.5,Delta,MDMA,female_P42,female,P42,1072425,ELA,saline,ELA_saline
4,3,active,green,2.670454545454545,Alpha,MDMA,female_P42,female,P42,1072425,ELA,saline,ELA_saline
4,3,active,blue,2.537878787878788,Beta,MDMA,female_P42,female,P42,1072485,CTRL,saline,CTRL_saline
4,3,active,yellow,0.8750000000000001,Gamma,MDMA,female_P42,female,P42,1072475,CTRL,saline,CTRL_saline
4,3,active,red,0.0,Delta,MDMA,female_P42,female,P42,1072260,ELA,saline,ELA_saline
5,1,active,red,3.0,Alpha,MDMA,female_P42,female,P42,1073132,CTRL,saline,CTRL_saline
5,1,active,blue,1.3125,Beta,MDMA,female_P42,female,P42,1073096,ELA,saline,ELA_saline
5,1,active,green,1.125,Gamma,MDMA,female_P42,female,P42,1073106,ELA,saline,ELA_saline
5,1,active,yellow,0.5625,Delta,MDMA,female_P42,female,P42,1073122,CTRL,saline,CTRL_saline
5,1,inactive,red,3.0,Alpha,MDMA,female_P42,female,P42,1073132,CTRL,saline,CTRL_saline
5,1,inactive,blue,1.5,Beta,MDMA,female_P42,female,P42,1073096,ELA,saline,ELA_saline
5,1,inactive,yellow,1.5,Gamma,MDMA,female_P42,female,P42,1073122,CTRL,saline,CTRL_saline
5,1,inactive,green,0.0,Delta,MDMA,female_P42,female,P42,1073106,ELA,saline,ELA_saline
5,2,active,red,2.3076923076923075,Alpha,MDMA,female_P42,female,P42,1073132,CTRL,saline,CTRL_saline
5,2,active,green,1.875,Beta,MDMA,female_P42,female,P42,1073106,ELA,saline,ELA_saline
5,2,active,yellow,1.0923076923076922,Gamma,MDMA,female_P42,female,P42,1073122,CTRL,saline,CTRL_saline
5,2,active,blue,0.7250000000000001,Delta,MDMA,female_P42,female,P42,1073096,ELA,saline,ELA_saline
5,2,inactive,red,1.75,Alpha,MDMA,female_P42,female,P42,1073132,CTRL,saline,CTRL_saline
5,2,inactive,blue,1.5,Beta,MDMA,female_P42,female,P42,1073096,ELA,saline,ELA_saline
5,2,inactive,yellow,1.5,Gamma,MDMA,female_P42,female,P42,1073122,CTRL,saline,CTRL_saline
5,2,inactive,green,1.5,Delta,MDMA,female_P42,female,P42,1073106,ELA,saline,ELA_saline
5,3,active,blue,2.0625,Alpha,MDMA,female_P42,female,P42,1073096,ELA,saline,ELA_saline
5,3,active,yellow,1.8874999999999995,Beta,MDMA,female_P42,female,P42,1073122,CTRL,saline,CTRL_saline
5,3,active,red,1.3714285714285714,Gamma,MDMA,female_P42,female,P42,1073132,CTRL,saline,CTRL_saline
5,3,active,green,0.6785714285714283,Delta,MDMA,female_P42,female,P42,1073106,ELA,saline,ELA_saline
6,1,active,blue,2.5214285714285714,Alpha,MDMA,female_P42,female,P42,1073107,ELA,saline,ELA_saline
6,1,active,yellow,1.7970779220779218,Beta,MDMA,female_P42,female,P42,1073142,CTRL,saline,CTRL_saline
6,1,active,green,1.2886363636363636,Gamma,MDMA,female_P42,female,P42,1073133,CTRL,saline,CTRL_saline
6,1,active,red,0.3928571428571428,Delta,MDMA,female_P42,female,P42,1073097,ELA,saline,ELA_saline
6,2,active,blue,2.4749999999999996,Alpha,MDMA,female_P42,female,P42,1073107,ELA,saline,ELA_saline
6,2,active,green,1.9294117647058824,Beta,MDMA,female_P42,female,P42,1073133,CTRL,saline,CTRL_saline
6,2,active,yellow,1.4955882352941177,Gamma,MDMA,female_P42,female,P42,1073142,CTRL,saline,CTRL_saline
6,2,active,red,0.1,Delta,MDMA,female_P42,female,P42,1073097,ELA,saline,ELA_saline
6,3,active,yellow,2.345238095238095,Alpha,MDMA,female_P42,female,P42,1073142,CTRL,saline,CTRL_saline
6,3,active,blue,1.9464285714285712,Beta,MDMA,female_P42,female,P42,1073107,ELA,saline,ELA_saline
6,3,active,green,1.173076923076923,Gamma,MDMA,female_P42,female,P42,1073133,CTRL,saline,CTRL_saline
6,3,active,red,0.5352564102564102,Delta,MDMA,female_P42,female,P42,1073097,ELA,saline,ELA_saline
7,1,active,blue,3.0,Alpha,MDMA,female_P42,female,P42,1073123,CTRL,MDMA,CTRL_MDMA
7,1,active,red,1.5,Beta,MDMA,female_P42,female,P42,1073098,ELA,MDMA,ELA_MDMA
7,1,active,yellow,0.9171428571428568,Gamma,MDMA,female_P42,female,P42,1073154,ELA,MDMA,ELA_MDMA
7,1,active,green,0.28125,Delta,MDMA,female_P42,female,P42,1073143,CTRL,MDMA,CTRL_MDMA
7,2,active,blue,3.0,Alpha,MDMA,female_P42,female,P42,1073123,CTRL,MDMA,CTRL_MDMA
7,2,active,yellow,1.8515151515151511,Beta,MDMA,female_P42,female,P42,1073154,ELA,MDMA,ELA_MDMA
7,2,active,green,0.5499999999999997,Gamma,MDMA,female_P42,female,P42,1073143,CTRL,MDMA,CTRL_MDMA
7,2,active,red,0.0595238095238093,Delta,MDMA,female_P42,female,P42,1073098,ELA,MDMA,ELA_MDMA
7,3,active,blue,2.93780487804878,Alpha,MDMA,female_P42,female,P42,1073123,CTRL,MDMA,CTRL_MDMA
7,3,active,red,2.2832477535301665,Beta,MDMA,female_P42,female,P42,1073098,ELA,MDMA,ELA_MDMA
7,3,active,yellow,1.1166666666666667,Gamma,MDMA,female_P42,female,P42,1073154,ELA,MDMA,ELA_MDMA
7,3,active,green,0.0,Delta,MDMA,female_P42,female,P42,1073143,CTRL,MDMA,CTRL_MDMA
8,1,active,blue,2.2648809523809517,Alpha,MDMA,female_P42,female,P42,1073155,ELA,MDMA,ELA_MDMA
8,1,active,yellow,2.180357142857143,Beta,MDMA,female_P42,female,P42,1073144,CTRL,MDMA,CTRL_MDMA
8,1,active,green,1.9404761904761905,Gamma,MDMA,female_P42,female,P42,1073134,CTRL,MDMA,CTRL_MDMA
8,1,active,red,0.0,Delta,MDMA,female_P42,female,P42,1073099,ELA,MDMA,ELA_MDMA
8,1,inactive,green,2.5500000000000003,Alpha,MDMA,female_P42,female,P42,1073134,CTRL,MDMA,CTRL_MDMA
8,1,inactive,blue,1.8000000000000005,Beta,MDMA,female_P42,female,P42,1073155,ELA,MDMA,ELA_MDMA
8,1,inactive,red,0.9,Gamma,MDMA,female_P42,female,P42,1073099,ELA,MDMA,ELA_MDMA
8,1,inactive,yellow,0.75,Delta,MDMA,female_P42,female,P42,1073144,CTRL,MDMA,CTRL_MDMA
8,2,active,blue,2.75,Alpha,MDMA,female_P42,female,P42,1073155,ELA,MDMA,ELA_MDMA
8,2,active,green,1.4166666666666667,Beta,MDMA,female_P42,female,P42,1073134,CTRL,MDMA,CTRL_MDMA
8,2,active,yellow,1.375,Gamma,MDMA,female_P42,female,P42,1073144,CTRL,MDMA,CTRL_MDMA
8,2,active,red,0.4583333333333332,Delta,MDMA,female_P42,female,P42,1073099,ELA,MDMA,ELA_MDMA
8,2,inactive,green,2.0,Alpha,MDMA,female_P42,female,P42,1073134,CTRL,MDMA,CTRL_MDMA
8,2,inactive,yellow,1.5,Beta,MDMA,female_P42,female,P42,1073144,CTRL,MDMA,CTRL_MDMA
8,2,inactive,red,1.4500000000000002,Gamma,MDMA,female_P42,female,P42,1073099,ELA,MDMA,ELA_MDMA
8,2,inactive,blue,1.05,Delta,MDMA,female_P42,female,P42,1073155,ELA,MDMA,ELA_MDMA
8,3,active,green,2.3458333333333337,Alpha,MDMA,female_P42,female,P42,1073134,CTRL,MDMA,CTRL_MDMA
8,3,active,yellow,2.0625,Beta,MDMA,female_P42,female,P42,1073144,CTRL,MDMA,CTRL_MDMA
8,3,active,blue,0.8273809523809527,Gamma,MDMA,female_P42,female,P42,1073155,ELA,MDMA,ELA_MDMA
8,3,active,red,0.7642857142857145,Delta,MDMA,female_P42,female,P42,1073099,ELA,MDMA,ELA_MDMA
1,0,inactive,red,3.0,Alpha,baseline,female_P35,female,P35,1111920,ELA,MDMA,ELA_MDMA
1,0,inactive,blue,1.5,Beta,baseline,female_P35,female,P35,1111836,ELA,MDMA,ELA_MDMA
1,0,inactive,yellow,0.7499999999999998,Gamma,baseline,female_P35,female,P35,1111970,CTRL,MDMA,CTRL_MDMA
1,0,inactive,green,0.25,Delta,baseline,female_P35,female,P35,1111866,CTRL,MDMA,CTRL_MDMA
1,1,active,red,3.0,Alpha,baseline,female_P35,female,P35,1111920,ELA,MDMA,ELA_MDMA
1,1,active,blue,1.9285714285714284,Beta,baseline,female_P35,female,P35,1111836,ELA,MDMA,ELA_MDMA
1,1,active,yellow,1.5,Gamma,baseline,female_P35,female,P35,1111970,CTRL,MDMA,CTRL_MDMA
1,1,active,green,0.0,Delta,baseline,female_P35,female,P35,1111866,CTRL,MDMA,CTRL_MDMA
1,1,inactive,blue,2.5,Alpha,baseline,female_P35,female,P35,1111836,ELA,MDMA,ELA_MDMA
1,1,inactive,red,1.9499999999999995,Beta,baseline,female_P35,female,P35,1111920,ELA,MDMA,ELA_MDMA
1,1,inactive,yellow,1.5,Gamma,baseline,female_P35,female,P35,1111970,CTRL,MDMA,CTRL_MDMA
1,1,inactive,green,0.0499999999999998,Delta,baseline,female_P35,female,P35,1111866,CTRL,MDMA,CTRL_MDMA
1,2,active,red,3.0,Alpha,baseline,female_P35,female,P35,1111920,ELA,MDMA,ELA_MDMA
1,2,active,green,2.4375,Beta,baseline,female_P35,female,P35,1111866,CTRL,MDMA,CTRL_MDMA
1,2,active,blue,0.3124999999999995,Gamma,baseline,female_P35,female,P35,1111836,ELA,MDMA,ELA_MDMA
1,2,active,yellow,0.2499999999999995,Delta,baseline,female_P35,female,P35,1111970,CTRL,MDMA,CTRL_MDMA
1,2,inactive,yellow,2.25,Alpha,baseline,female_P35,female,P35,1111970,CTRL,MDMA,CTRL_MDMA
1,2,inactive,red,1.7499999999999996,Beta,baseline,female_P35,female,P35,1111920,ELA,MDMA,ELA_MDMA
1,2,inactive,green,1.5,Gamma,baseline,female_P35,female,P35,1111866,CTRL,MDMA,CTRL_MDMA
1,2,inactive,blue,0.4999999999999998,Delta,baseline,female_P35,female,P35,1111836,ELA,MDMA,ELA_MDMA
1,3,active,yellow,2.65,Alpha,baseline,female_P35,female,P35,1111970,CTRL,MDMA,CTRL_MDMA
1,3,active,green,1.85,Beta,baseline,female_P35,female,P35,1111866,CTRL,MDMA,CTRL_MDMA
1,3,active,blue,1.125,Gamma,baseline,female_P35,female,P35,1111836,ELA,MDMA,ELA_MDMA
1,3,active,red,0.375,Delta,baseline,female_P35,female,P35,1111920,ELA,MDMA,ELA_MDMA
1,3,inactive,blue,1.75,Alpha,baseline,female_P35,female,P35,1111836,ELA,MDMA,ELA_MDMA
1,3,inactive,green,1.75,Beta,baseline,female_P35,female,P35,1111866,CTRL,MDMA,CTRL_MDMA
1,3,inactive,red,1.5,Gamma,baseline,female_P35,female,P35,1111920,ELA,MDMA,ELA_MDMA
1,3,inactive,yellow,1.5,Delta,baseline,female_P35,female,P35,1111970,CTRL,MDMA,CTRL_MDMA
2,0,inactive,red,2.0,Alpha,baseline,female_P35,female,P35,1111971,CTRL,MDMA,CTRL_MDMA
2,0,inactive,blue,1.75,Beta,baseline,female_P35,female,P35,1111837,ELA,MDMA,ELA_MDMA
2,0,inactive,green,1.5,Gamma,baseline,female_P35,female,P35,1111921,ELA,MDMA,ELA_MDMA
2,0,inactive,yellow,0.7500000000000002,Delta,baseline,female_P35,female,P35,1111867,CTRL,MDMA,CTRL_MDMA
2,1,active,red,2.6396103896103895,Alpha,baseline,female_P35,female,P35,1111971,CTRL,MDMA,CTRL_MDMA
2,1,active,blue,1.4943181818181817,Beta,baseline,female_P35,female,P35,1111837,ELA,MDMA,ELA_MDMA
2,1,active,green,1.3660714285714284,Gamma,baseline,female_P35,female,P35,1111921,ELA,MDMA,ELA_MDMA
2,1,active,yellow,0.4999999999999998,Delta,baseline,female_P35,female,P35,1111867,CTRL,MDMA,CTRL_MDMA
2,1,inactive,red,2.0,Alpha,baseline,female_P35,female,P35,1111971,CTRL,MDMA,CTRL_MDMA
2,1,inactive,blue,1.75,Beta,baseline,female_P35,female,P35,1111837,ELA,MDMA,ELA_MDMA
2,1,inactive,yellow,1.5,Gamma,baseline,female_P35,female,P35,1111867,CTRL,MDMA,CTRL_MDMA
2,1,inactive,green,1.5,Delta,baseline,female_P35,female,P35,1111921,ELA,MDMA,ELA_MDMA
2,2,active,red,2.271052631578947,Alpha,baseline,female_P35,female,P35,1111971,CTRL,MDMA,CTRL_MDMA
2,2,active,yellow,1.875,Beta,baseline,female_P35,female,P35,1111867,CTRL,MDMA,CTRL_MDMA
2,2,active,green,1.803846153846154,Gamma,baseline,female_P35,female,P35,1111921,ELA,MDMA,ELA_MDMA
2,2,active,blue,0.0501012145748986,Delta,baseline,female_P35,female,P35,1111837,ELA,MDMA,ELA_MDMA
2,2,inactive,green,2.0,Alpha,baseline,female_P35,female,P35,1111921,ELA,MDMA,ELA_MDMA
2,2,inactive,blue,1.75,Beta,baseline,female_P35,female,P35,1111837,ELA,MDMA,ELA_MDMA
2,2,inactive,red,1.5,Gamma,baseline,female_P35,female,P35,1111971,CTRL,MDMA,CTRL_MDMA
2,2,inactive,yellow,1.5,Delta,baseline,female_P35,female,P35,1111867,CTRL,MDMA,CTRL_MDMA
2,3,active,red,2.7096153846153848,Alpha,baseline,female_P35,female,P35,1111971,CTRL,MDMA,CTRL_MDMA
2,3,active,green,1.568181818181818,Beta,baseline,female_P35,female,P35,1111921,ELA,MDMA,ELA_MDMA
2,3,active,yellow,1.225,Gamma,baseline,female_P35,female,P35,1111867,CTRL,MDMA,CTRL_MDMA
2,3,active,blue,0.4972027972027972,Delta,baseline,female_P35,female,P35,1111837,ELA,MDMA,ELA_MDMA
3,0,inactive,red,1.875,Alpha,baseline,female_P35,female,P35,1111868,CTRL,saline,CTRL_saline
3,0,inactive,green,1.725,Beta,baseline,female_P35,female,P35,1111972,CTRL,saline,CTRL_saline
3,0,inactive,yellow,1.5,Gamma,baseline,female_P35,female,P35,1111838,ELA,saline,ELA_saline
3,0,inactive,blue,0.9,Delta,baseline,female_P35,female,P35,1111922,ELA,saline,ELA_saline
3,1,active,green,2.972222222222222,Alpha,baseline,female_P35,female,P35,1111972,CTRL,saline,CTRL_saline
3,1,active,red,2.0208333333333335,Beta,baseline,female_P35,female,P35,1111868,CTRL,saline,CTRL_saline
3,1,active,blue,0.7083333333333334,Gamma,baseline,female_P35,female,P35,1111922,ELA,saline,ELA_saline
3,1,active,yellow,0.2986111111111111,Delta,baseline,female_P35,female,P35,1111838,ELA,saline,ELA_saline
3,1,inactive,red,2.25,Alpha,baseline,female_P35,female,P35,1111868,CTRL,saline,CTRL_saline
3,1,inactive,blue,2.0357142857142856,Beta,baseline,female_P35,female,P35,1111922,ELA,saline,ELA_saline
3,1,inactive,yellow,1.5,Gamma,baseline,female_P35,female,P35,1111838,ELA,saline,ELA_saline
3,1,inactive,green,0.2142857142857144,Delta,baseline,female_P35,female,P35,1111972,CTRL,saline,CTRL_saline
3,2,active,red,2.185714285714286,Alpha,baseline,female_P35,female,P35,1111868,CTRL,saline,CTRL_saline
3,2,active,blue,2.0642857142857145,Beta,baseline,female_P35,female,P35,1111922,ELA,saline,ELA_saline
3,2,active,green,2.0500000000000003,Gamma,baseline,female_P35,female,P35,1111972,CTRL,saline,CTRL_saline
3,2,active,yellow,0.0,Delta,baseline,female_P35,female,P35,1111838,ELA,saline,ELA_saline
3,2,inactive,green,2.475,Alpha,baseline,female_P35,female,P35,1111972,CTRL,saline,CTRL_saline
3,2,inactive,blue,2.1500000000000004,Beta,baseline,female_P35,female,P35,1111922,ELA,saline,ELA_saline
3,2,inactive,red,1.3749999999999996,Gamma,baseline,female_P35,female,P35,1111868,CTRL,saline,CTRL_saline
3,2,inactive,yellow,0.0,Delta,baseline,female_P35,female,P35,1111838,ELA,saline,ELA_saline
3,3,active,green,2.852564102564102,Alpha,baseline,female_P35,female,P35,1111972,CTRL,saline,CTRL_saline
3,3,active,red,2.5189393939393936,Beta,baseline,female_P35,female,P35,1111868,CTRL,saline,CTRL_saline
3,3,active,blue,1.0659965034965035,Gamma,baseline,female_P35,female,P35,1111922,ELA,saline,ELA_saline
3,3,active,yellow,0.0,Delta,baseline,female_P35,female,P35,1111838,ELA,saline,ELA_saline
3,3,inactive,red,2.25,Alpha,baseline,female_P35,female,P35,1111868,CTRL,saline,CTRL_saline
3,3,inactive,blue,2.25,Beta,baseline,female_P35,female,P35,1111922,ELA,saline,ELA_saline
3,3,inactive,yellow,0.75,Gamma,baseline,female_P35,female,P35,1111838,ELA,saline,ELA_saline
3,3,inactive,green,0.75,Delta,baseline,female_P35,female,P35,1111972,CTRL,saline,CTRL_saline
4,0,inactive,red,3.0,Alpha,baseline,female_P35,female,P35,1111839,ELA,saline,ELA_saline
4,0,inactive,blue,2.25,Beta,baseline,female_P35,female,P35,1111923,ELA,saline,ELA_saline
4,0,inactive,green,0.75,Gamma,baseline,female_P35,female,P35,1111973,CTRL,saline,CTRL_saline
4,0,inactive,yellow,0.0,Delta,baseline,female_P35,female,P35,1111869,CTRL,saline,CTRL_saline
4,1,active,red,2.6559829059829063,Alpha,baseline,female_P35,female,P35,1111839,ELA,saline,ELA_saline
4,1,active,green,2.638888888888889,Beta,baseline,female_P35,female,P35,1111973,CTRL,saline,CTRL_saline
4,1,active,blue,0.4000000000000001,Gamma,baseline,female_P35,female,P35,1111923,ELA,saline,ELA_saline
4,1,active,yellow,0.3051282051282054,Delta,baseline,female_P35,female,P35,1111869,CTRL,saline,CTRL_saline
4,1,inactive,blue,3.0,Alpha,baseline,female_P35,female,P35,1111923,ELA,saline,ELA_saline
4,1,inactive,yellow,1.5,Beta,baseline,female_P35,female,P35,1111869,CTRL,saline,CTRL_saline
